"DEPTID","HIRE_DT","ANNUAL_RT","Gross"
"A99422","5/23/2002","74134.00","75352.20"
"A50602","5/14/1984","35006.00","54861.82"
"A99091","6/25/2008","84006.00","89636.67"
"A64220","2/25/2004","68793.00","68760.51"
"A99060","5/31/2001","77591.00","90727.79"
"A99322","12/21/1997","81609.00","98161.92"
"A50303","5/23/2005","31345.00","33432.07"
"A99061","3/2/2015","49833.00","60616.04"
"A99415","6/22/2006","84371.00","104864.00"
"A99309","10/14/1997","79689.00","97072.66"
"A64230","10/23/2007","66489.00","68864.46"
"A99389","12/9/2004","72775.00","122434.66"
"A65012","9/17/2012","82200.00","78704.62"
"A91013","9/13/2017","83000.00","83000.00"
"A99035","12/9/2003","73454.00","80635.79"
"A02001","10/6/2014","67756.00","66774.70"
"A64108","4/4/1988","92778.00","103820.00"
"A64203","1/7/2002","71097.00","70931.08"
"A64123","9/30/1985","80801.00","80787.13"
"A29005","10/14/2014","70900.00","67923.78"
"A65026","9/13/2010","45083.00","46840.95"
"A50602","11/10/1986","39376.00","26302.05"
"A75005","11/7/2005","40542.00","34582.21"
"A65100","9/16/1996","38043.00","37299.66"
"A68007","3/7/2017","20800.00","3852.40"
"A75081","1/3/2017","19282.00","7854.18"
"A50304","4/3/1989","64200.00","67789.93"
"A31017","9/18/2008","40935.00","35724.06"
"A64152","9/30/1985","80801.00","92135.44"
"A99304","4/15/1994","82484.00","84504.60"
"A64465","10/19/2016","45895.00","33397.31"
"A99035","6/20/2016","49088.00","50767.85"
"A65013","3/24/1997","45348.00","43353.71"
"A99003","6/12/2007","73138.00","73949.78"
"A50212","7/28/2008","30430.00","37491.85"
"A64218","10/23/2007","66489.00","69348.09"
"A64105","11/13/2006","69145.00","84990.56"
"A99323","6/12/2017","47000.00","1807.45"
"A64123","2/16/1999","84137.00","83942.91"
"A50501","3/31/1993","38561.00","50178.64"
"A65072","10/13/2005","5512.00","3158.80"
"A64201","8/13/2003","70674.00","76014.04"
"A64003","7/12/2017","44196.00","44196.00"
"A50208","5/21/2016","32975.00","37505.66"
"A49320","7/17/2017","28488.00","28488.00"
"A16001","12/2/1996","55666.00","52183.19"
"A03026","8/6/2001","61100.00","59782.54"
"A70104","8/1/2005","43447.00","54172.87"
"A68007","6/19/2014","20800.00","15841.09"
"A85301","11/13/2014","35141.00","34421.00"
"A90201","7/18/2013","38140.00","39505.83"
"A75038","5/11/2015","31017.00","29070.60"
"A64301","11/15/2004","70674.00","87540.67"
"A99223","1/21/2003","74134.00","98842.80"
"A64105","4/29/1991","95043.00","96990.32"
"A99004","2/14/2002","76892.00","118308.60"
"A64153","3/22/1995","101227.00","98482.80"
"A29036","6/8/2004","57278.00","56226.75"
"A85302","11/8/1984","48507.00","52642.58"
"A67011","1/19/2013","66560.00","1600.00"
"A38001","9/25/1984","53012.00","52839.67"
"A50701","7/28/1997","38043.00","35792.87"
"C90786","5/4/2006","10864.00","10897.54"
"A50606","9/18/1999","37669.00","57249.60"
"A06041","9/3/1985","49790.00","49186.31"
"A99370","4/10/1997","80387.00","101865.03"
"B49390","9/27/2004","31345.00","43207.49"
"A24001","7/27/2006","35949.00","32209.09"
"A99127","8/20/2008","70735.00","94827.38"
"A99004","10/12/2001","76892.00","84360.12"
"A19101","4/4/2012","70663.00","61671.87"
"A38004","7/20/2000","39098.00","49844.64"
"C90786","8/31/1998","11180.00","10783.32"
"A99035","12/18/2007","70735.00","95226.88"
"A38002","1/15/2015","39098.00","38968.65"
"A85302","4/3/1986","48507.00","49813.21"
"A85302","5/21/1990","41851.00","41840.38"
"B70410","10/2/2004","32448.00","37279.20"
"A50209","10/27/2014","35378.00","38943.63"
"P04002","5/28/2016","19240.00","7111.00"
"P04001","6/19/2014","24960.00","14079.00"
"P04001","6/3/2010","24960.00","14064.00"
"A99261","5/11/2011","66784.00","81178.34"
"A64150","11/15/2004","69145.00","84102.74"
"C90786","5/12/2011","10548.00","10245.27"
"C90SUM","7/5/2011","23941.00","23941.00"
"A65026","7/7/2000","63240.00","58119.16"
"A99329","3/21/1994","96951.00","120980.18"
"A99265","7/19/1993","83184.00","122790.50"
"A99416","5/31/2017","48971.00","1506.76"
"A65201","11/3/2016","38915.00","23513.02"
"A99005","7/12/2011","66784.00","90929.41"
"A99263","2/6/2012","67719.00","78088.66"
"A64220","8/30/1993","87455.00","84027.53"
"A99062","3/23/2015","49833.00","73582.61"
"A49100","1/5/1998","36456.00","50711.37"
"B70358","4/18/2013","30504.00","29092.36"
"A64212","11/10/2010","65009.00","74698.89"
"C90786","12/24/1994","11496.00","11041.29"
"A06019","6/29/2009","60626.00","59874.71"
"A99123","8/16/2007","73138.00","88999.02"
"A99036","2/25/2003","86190.00","120492.32"
"A99222","2/20/2008","70735.00","114721.14"
"B49320","10/24/1988","34091.00","44810.45"
"A70310","2/27/2017","22318.00","7239.87"
"A99420","12/9/1996","38043.00","58279.00"
"A50207","12/23/2013","40603.00","44885.58"
"A50302","8/23/1999","54134.00","57134.74"
"A31003","2/23/2007","52424.00","45774.29"
"A31003","12/3/2001","52424.00","50357.85"
"A67001","3/25/1995","41629.00","45348.68"
"A99324","3/20/2007","71412.00","90153.17"
"A64220","8/30/1993","74021.00","80969.25"
"A41116","5/22/2006","41182.00","57628.32"
"A64604","7/27/2015","39098.00","52409.63"
"A49104","10/13/2015","63240.00","57267.28"
"A06034","12/19/2016","42153.00","19195.66"
"A65041","5/4/2006","59808.00","59085.99"
"A85302","11/10/2016","37348.00","26473.85"
"A14001","11/4/1970","95900.00","87979.26"
"A50209","5/12/2014","30430.00","27363.82"
"A88001","4/28/2016","31200.00","14925.00"
"A49507","8/16/1988","37999.00","38957.46"
"A06010","10/24/2005","29120.00","18095.00"
"A65527","6/18/2014","36649.00","37151.79"
"A85302","1/3/1984","48507.00","50916.38"
"A99360","5/3/1976","62345.00","59473.22"
"A70350","7/11/2007","29890.00","30072.57"
"A49300","6/7/2004","50419.00","51479.28"
"B70105","11/22/2004","33613.00","34759.03"
"A50804","4/16/1984","51843.00","59424.30"
"A50701","6/11/2009","39343.00","36831.18"
"C90786","6/3/2010","9663.00","1006.25"
"A40002","9/20/1999","39609.00","40208.09"
"C90786","8/24/2005","10864.00","10404.42"
"A65037","4/7/2005","33352.00","38298.70"
"A99302","8/23/1994","94848.00","113273.62"
"A29006","5/19/2015","67218.00","66282.28"
"A99356","7/21/1998","79689.00","113731.33"
"A99190","9/3/1999","78988.00","86041.67"
"A99381","12/11/1996","93244.00","90289.26"
"A04002","10/29/1987","48491.00","54339.92"
"A70414","6/7/1990","33342.00","33342.00"
"C90786","9/21/1992","11812.00","11009.98"
"P04001","5/28/2017","24960.00","24960.00"
"B70411","9/27/2011","31512.00","32741.95"
"A99338","10/3/2005","29994.00","27297.47"
"A64603","4/13/1989","95486.00","105532.09"
"A06015","6/28/2007","63300.00","62987.37"
"A06017","3/27/2017","40495.00","9161.76"
"A99262","7/11/2013","62676.00","68721.43"
"A99322","8/31/2000","78289.00","128646.90"
"A85001","5/25/2017","32114.00","1706.67"
"A99091","10/7/2010","66784.00","94361.62"
"A99224","12/7/2006","76892.00","78161.92"
"A99225","3/6/2012","66122.00","66181.68"
"A29004","8/17/2015","47947.00","40341.63"
"A99416","3/22/2017","48971.00","11191.96"
"A99408","8/10/2007","71412.00","69155.93"
"A99094","10/13/2006","76892.00","89716.63"
"A17001","8/13/1979","61279.00","57815.95"
"P04001","6/19/2014","20800.00","14677.50"
"A50100","2/17/1973","44944.00","46542.76"
"A70310","2/27/2017","29120.00","9064.86"
"A85302","10/16/2014","32864.00","32085.85"
"A64460","6/18/2003","87921.00","112352.72"
"A64142","1/15/2003","69145.00","70491.30"
"A03026","12/27/1977","62008.00","59964.77"
"A99223","10/4/2007","71412.00","73926.45"
"A49104","2/10/1986","69721.00","85131.52"
"A99002","6/18/1992","97309.00","146691.76"
"A83001","1/3/2017","81600.00","36615.10"
"A64220","8/19/1996","74021.00","80770.65"
"A65501","4/7/2016","35141.00","34527.07"
"A01001","6/18/2007","54080.00","6417.58"
"A50204","5/27/2014","52424.00","49314.93"
"A08003","12/11/2012","107400.00","105839.88"
"A99420","6/16/1997","40730.00","64186.97"
"A65028","6/15/2017","32975.00","32975.00"
"A31009","12/27/2007","48950.00","48359.16"
"A08011","6/12/2012","30534.00","30534.00"
"A50209","3/17/2014","30430.00","36115.31"
"A50212","4/10/1997","47192.00","52941.95"
"A19101","3/8/2007","8600.00","8062.08"
"A99161","8/4/2006","82780.00","111847.70"
"A85100","9/29/2005","79200.00","64885.24"
"A50509","10/19/1989","38349.00","64541.13"
"A75025","4/27/2015","25709.00","11748.18"
"A50582","5/31/1988","54826.00","58705.26"
"A41101","1/2/2013","108500.00","108500.00"
"A65095","5/18/2009","26680.00","26331.90"
"A50550","9/30/2002","36295.00","37901.38"
"A99094","3/30/2016","49088.00","47811.39"
"A30001","6/8/2015","67300.00","34423.01"
"A29001","7/10/2011","59500.00","58792.28"
"A64216","10/15/2014","49300.00","55417.03"
"A99160","11/29/2004","72775.00","76826.50"
"A57001","11/21/2005","93600.00","94890.04"
"A50206","1/19/2003","41821.00","50145.16"
"B70372","2/17/2004","31345.00","38679.67"
"A04001","1/11/2007","44594.00","48657.01"
"A50501","3/3/1994","44257.00","60513.79"
"A99200","6/19/2001","77591.00","87590.06"
"A50606","6/16/2014","30430.00","62511.15"
"A50618","6/23/2007","29453.00","40199.87"
"B70105","9/25/2000","32260.00","32598.44"
"A99263","3/29/2005","72775.00","72851.11"
"A50803","11/7/2016","36275.00","23078.12"
"A49104","12/17/1973","70934.00","69540.90"
"A50804","8/25/2008","37367.00","44714.65"
"A99094","8/24/2015","50815.00","62291.65"
"A50207","2/10/1997","44257.00","47304.56"
"A99297","1/25/1999","80896.00","94864.81"
"A85604","1/5/2017","81600.00","33230.23"
"A99263","7/8/2013","64328.00","83711.53"
"A68006","12/2/2002","36439.00","40740.25"
"A64463","12/13/2004","69802.00","83058.36"
"A99033","4/18/2016","49088.00","51651.51"
"A83010","5/11/2015","116700.00","116328.16"
"A64147","10/7/2002","69145.00","94643.24"
"A99002","7/8/2013","64328.00","93896.77"
"A06016","12/3/1994","63300.00","61995.42"
"A64466","10/19/2016","32966.00","23850.95"
"A99164","12/17/2008","70051.00","79136.92"
"A99405","9/20/1999","90825.00","93392.27"
"C90786","8/21/1993","11496.00","11176.83"
"A64133","3/15/1993","99095.00","110633.14"
"A64001","12/11/1987","74000.00","73157.26"
"A99416","2/1/2017","48971.00","17814.66"
"A75064","1/6/2014","77200.00","74589.27"
"A06031","1/9/2012","82200.00","81530.25"
"A64003","3/8/2017","37320.00","9973.36"
"A64225","9/30/2002","71461.00","95781.63"
"A30003","10/28/2000","66500.00","65678.49"
"A99220","9/8/2008","70735.00","146570.67"
"A99094","10/19/2010","66784.00","78908.57"
"A50701","1/26/2012","39343.00","33476.83"
"A65072","2/8/2016","4576.00","3577.55"
"A49103","12/10/2013","63600.00","62226.40"
"A75041","4/13/2015","63240.00","56178.67"
"A30001","9/23/1989","54826.00","54282.33"
"A99094","4/9/2014","58963.00","59181.60"
"A50618","6/7/2011","29453.00","39583.43"
"A03094","12/7/2015","27953.00","27410.26"
"B49308","4/16/2001","32260.00","32877.26"
"B70346","7/24/1989","35256.00","34997.40"
"P04001","7/12/2005","20800.00","1691.82"
"A67001","10/12/1971","64000.00","62682.86"
"A99322","8/6/2002","76892.00","120201.15"
"A99220","12/18/1996","80387.00","89460.02"
"A64150","7/20/1987","105127.00","115467.05"
"A99416","8/3/2017","48971.00","48971.00"
"A99386","1/9/2017","38915.00","17629.07"
"A06011","5/25/2013","28567.00","28647.99"
"A90002","1/13/1986","49790.00","65154.12"
"A75066","10/19/1998","81000.00","77990.44"
"A41102","8/31/1970","50656.00","49697.29"
"A84402","3/17/1986","49097.00","51694.05"
"A50301","4/27/1998","34323.00","33837.41"
"A99062","6/9/2014","58963.00","59931.53"
"A75050","7/31/2017","168147.00","168147.00"
"B70412","10/16/2006","32448.00","35741.96"
"A99348","12/19/1994","95263.00","146746.73"
"A75081","12/22/2014","29138.00","33010.69"
"A99324","8/21/2006","72094.00","104629.96"
"A68005","8/22/1994","47192.00","50000.17"
"A49100","4/6/2015","60400.00","60145.51"
"A64223","2/22/1994","99095.00","107380.75"
"C90786","3/13/2003","10864.00","9714.11"
"A50618","8/8/1988","38349.00","61529.81"
"A99330","5/15/1990","83881.00","103493.09"
"A40001","3/27/2012","59500.00","54053.00"
"A64155","9/18/1995","87455.00","96138.29"
"A64462","6/3/2015","36263.00","44279.77"
"A90005","7/2/2009","34902.00","34608.61"
"A85302","11/10/2016","37348.00","27355.26"
"A49104","9/29/2005","39924.00","40236.21"
"A90002","1/28/2008","33025.00","41909.97"
"A99386","11/8/2007","29994.00","22798.32"
"A70402","8/29/2016","28488.00","23543.30"
"A38001","10/13/2011","55056.00","65575.25"
"A68005","6/9/2015","33280.00","24988.00"
"A50208","1/26/1998","51888.00","54602.40"
"A64220","3/31/1997","77775.00","81136.13"
"A64229","11/15/2004","67262.00","81617.41"
"A29008","10/11/2016","72420.00","48880.57"
"P04002","5/28/2016","19240.00","2654.64"
"A14007","11/11/1997","51888.00","49330.99"
"A99162","12/12/2006","71412.00","114554.88"
"A41101","1/26/1989","69900.00","69976.76"
"A75066","10/25/2004","33352.00","31824.08"
"A50303","9/7/2000","32260.00","34263.75"
"A50701","12/16/2013","33803.00","24451.84"
"A64104","3/31/1997","76165.00","84963.65"
"A99125","11/2/1994","81784.00","98720.42"
"A99193","1/5/2015","49833.00","80991.45"
"A64212","1/17/2001","84137.00","97080.73"
"A64460","12/11/1995","96755.00","118080.93"
"A64223","11/13/2006","68793.00","75733.20"
"B70412","8/18/2003","36608.00","37690.70"
"A67011","6/26/2017","20800.00","20800.00"
"A85302","8/16/2007","43447.00","34461.89"
"A04003","10/8/1971","42186.00","44514.42"
"A85301","3/12/1987","48507.00","61269.77"
"A65072","8/9/2016","5512.00","1806.85"
"A29004","6/13/2016","67218.00","65842.35"
"A06016","12/8/1983","72000.00","72125.21"
"A41116","11/9/2015","35141.00","46356.99"
"A65501","2/2/2015","76500.00","72977.79"
"A50608","12/14/1991","22318.00","26210.38"
"A64461","2/16/1999","72140.00","92986.02"
"A75052","7/7/2014","84900.00","80468.02"
"A99005","1/7/2015","50815.00","56883.21"
"A65501","6/23/2007","31017.00","30439.18"
"A70404","6/24/2006","29120.00","12447.47"
"A14005","6/23/2007","28134.00","26195.36"
"A50307","2/17/2004","46929.00","56799.05"
"A90002","1/10/2000","34323.00","43386.13"
"A99362","1/2/1996","40730.00","52893.64"
"A29036","11/30/1998","58946.00","57870.71"
"A49330","8/4/2014","29453.00","26381.62"
"A40002","3/25/2013","31765.00","3593.31"
"A30001","9/1/2017","188000.00","188000.00"
"A99415","10/10/2000","77591.00","99659.91"
"A99365","2/14/1994","38043.00","42358.52"
"A03072","12/7/2015","62400.00","61714.28"
"A99006","3/19/1998","92393.00","151593.40"
"A19105","3/13/2017","23400.00","3817.50"
"A99164","8/16/2007","71412.00","95979.21"
"A99405","6/17/2015","50238.00","38759.37"
"A70370","9/25/2017","22318.00","22318.00"
"C90786","3/3/2011","10548.00","10214.86"
"A49390","10/21/2013","35378.00","79355.28"
"A99331","12/12/1979","37236.00","35830.11"
"A64127","11/13/1989","78527.00","88747.26"
"A68001","2/19/2002","58946.00","55859.15"
"A70414","2/25/2008","29453.00","32561.23"
"A90002","10/27/2014","31782.00","32023.74"
"C90786","9/6/2007","10864.00","10221.32"
"A50207","3/11/1985","63950.00","68918.98"
"A06010","10/28/2013","29120.00","27818.00"
"A99415","5/18/1992","97309.00","123598.32"
"A50606","7/21/2008","33927.00","52813.01"
"A65072","10/5/2009","5512.00","2463.35"
"A99164","7/12/1991","83881.00","80275.23"
"A90045","11/7/2016","31221.00","26036.06"
"A49335","11/1/2006","30430.00","31561.40"
"B68020","3/10/1988","36545.00","38021.35"
"A99323","8/28/2000","90825.00","112548.09"
"A40001","7/22/2013","20400.00","18688.43"
"A99300","2/8/2007","84804.00","87188.71"
"A83007","8/10/1987","40137.00","39264.79"
"A64466","9/23/2015","36263.00","46626.72"
"A64466","9/23/2015","36263.00","54193.99"
"A03064","12/8/2014","39510.00","38867.24"
"P04001","5/21/2014","24960.00","14082.00"
"A01001","2/8/1982","51958.00","29517.72"
"A04001","12/4/2000","36055.00","37559.35"
"A68004","6/10/2006","20800.00","17455.65"
"A85301","2/9/2012","63600.00","59954.29"
"P04002","5/27/2017","19240.00","1281.88"
"A99390","1/26/2015","212000.00","205015.47"
"A50100","4/10/2006","59500.00","57969.35"
"A99165","9/9/1999","91569.00","168179.59"
"A91013","2/7/2002","32334.00","31906.32"
"B70411","7/28/1997","38729.00","40011.01"
"A99415","6/1/2006","29994.00","20577.65"
"A02003","3/1/2010","97300.00","96848.54"
"A02003","6/27/2011","52400.00","52412.48"
"B70412","12/17/1973","41558.00","46113.06"
"A50701","9/15/2014","40495.00","49903.31"
"A49506","1/17/2017","28488.00","11972.21"
"A50209","10/20/2008","37348.00","43026.77"
"A08011","3/28/2011","32584.00","34536.59"
"A38001","12/29/1993","51051.00","51587.63"
"A91013","5/19/2016","28931.00","24862.76"
"A49506","11/16/2015","29138.00","29242.17"
"A03085","5/8/2017","27226.00","1553.65"
"P04001","5/31/2015","20800.00","2885.00"
"A99415","9/1/2016","112200.00","85453.07"
"A99356","8/25/2005","29994.00","29071.22"
"A90201","9/5/1995","46757.00","69858.14"
"A99222","1/22/2001","77591.00","91957.88"
"A99409","3/29/1993","83184.00","111805.33"
"A50204","9/28/2015","52424.00","38004.70"
"A99410","2/6/1997","38043.00","37085.15"
"A50618","7/22/2013","30430.00","41422.59"
"A64223","1/17/2001","69515.00","81384.78"
"C90786","6/3/2010","9663.00","9663.00"
"A50209","10/11/2016","32114.00","22392.08"
"B70372","3/4/2002","37669.00","37375.64"
"A30001","1/11/2010","43295.00","42149.88"
"A50212","4/25/1983","68800.00","68739.69"
"A99124","4/3/2007","71412.00","78619.47"
"A50550","2/26/2007","31512.00","35580.29"
"A99035","12/2/2009","69373.00","86612.07"
"A85301","3/9/1978","48507.00","57238.78"
"A99302","10/22/2002","91725.00","101586.23"
"A64230","2/22/1994","87455.00","96574.44"
"A75017","4/27/2015","28488.00","17579.46"
"A65006","4/12/2007","35949.00","34375.35"
"A99095","9/12/2008","70735.00","79606.23"
"A65005","10/12/2016","42153.00","28034.15"
"A64604","9/15/1997","49139.00","65036.56"
"A70105","11/7/2005","31419.00","33054.24"
"A49390","6/8/1987","44971.00","101053.62"
"A31003","4/3/1981","72000.00","70530.79"
"C90786","10/29/2009","10548.00","10166.97"
"A65092","4/7/2016","34312.00","34989.86"
"A40001","7/7/2014","85900.00","85413.45"
"C90786","4/5/2007","10864.00","10429.08"
"A64004","2/25/2004","72183.00","99583.11"
"A38004","2/7/2008","69400.00","67955.75"
"B49410","12/18/2006","31345.00","40391.85"
"A90201","5/5/2016","32718.00","19874.00"
"A65026","11/22/1986","42144.00","42013.14"
"A29036","6/23/2007","54709.00","49555.23"
"A38001","5/15/1986","54026.00","53895.96"
"A50553","6/22/1988","39622.00","40811.37"
"A65508","7/10/1995","75400.00","75088.01"
"A06001","8/1/1994","146500.00","145164.74"
"A99310","11/29/1998","91569.00","104454.13"
"A65103","7/1/2006","27480.00","26556.45"
"P04002","5/27/2017","20800.00","3732.50"
"A50701","1/30/2017","31765.00","12223.18"
"A50204","8/27/1979","72838.00","71104.38"
"A84403","5/11/1995","39301.00","38872.47"
"A50207","3/24/1986","56295.00","58866.28"
"A29010","2/27/2006","47423.00","43798.30"
"A99307","2/9/1994","82484.00","119338.60"
"A99220","3/15/2007","73454.00","79847.89"
"B49320","7/13/1988","39790.00","46969.80"
"A65018","11/10/2015","6240.00","432.00"
"A50402","11/18/1996","38043.00","37577.73"
"A90002","9/19/1985","41465.00","55310.79"
"A50100","8/21/1995","69900.00","70157.90"
"A50101","2/27/1993","58081.00","59039.12"
"A99389","12/14/1988","157998.00","150133.89"
"A99415","8/20/1990","82484.00","81683.74"
